NR_CERTIFICADO;DT_PROTOCOLO
1147573333117;2025-07-15
1147573333108;2025-07-15
1147573403108;2025-07-15
1147573403117;2025-07-15
1147573463114;2025-10-03
1147573743117;2025-07-15
1147573783114;2025-07-15
1147573883117;2025-07-31
1147574033117;2025-07-16
1147574043117;2025-07-15
1147574163117;2025-07-15
1147574203117;2025-07-21
1147574363108;2025-07-15
1147574423114;2025-07-15
1147574543109;2025-07-15
1147574553114;2025-07-15
1147574813109;2025-07-15
1147574853109;2025-07-17
1147574943117;2025-07-31
1147575123114;2025-08-20
1147575153109;2025-07-15
1147575283114;2025-07-16
1147575313115;2025-07-16
1147575393115;2025-07-16
1147575563112;2025-07-16
1147575743111;2025-07-17
1147575763114;2025-07-16
1147575893117;2025-08-13
1147575943117;2025-07-23
1147576033117;2025-07-16
1147576113109;2025-07-16
1147576443109;2025-07-16
1147576483108;2025-07-17
1147576593114;2025-07-16
1147576763117;2025-07-16
1147577013108;2025-07-16
1147577173117;2025-07-16
1147577213108;2025-07-17
1147577223117;2025-07-16
1147577443109;2025-07-16
1147577453114;2025-07-16
1147577463109;2025-07-16
1147577493109;2025-07-16
1147577543114;2025-09-30
1147577593109;2025-07-17
1147577683117;2025-07-16
1147577693117;2025-07-16
1147577703117;2025-07-17
1147577723114;2025-07-16
1147577803117;2025-07-18
1147577893117;2025-07-16
1147577903117;2025-07-21
1147577983117;2025-07-16
1147578073114;2025-07-16
1147578083114;2025-07-17
1147578083117;2025-07-17
1147578103117;2025-07-16
1147609203109;2025-07-15
1147661073109;2025-07-16
1147661143115;2025-07-16
1147661163109;2025-07-31
1147661543111;2025-07-16
1147661623109;2025-07-17
1147662203117;2025-07-17
1147662373115;2025-07-17
1147662373117;2025-07-17
1147662753115;2025-07-17
1147662763117;2025-07-17
1147662893109;2025-07-22
1147663133117;2025-07-18
1147663383117;2025-07-18
1147663483114;2025-07-18
1147663523109;2025-07-18
1147663553109;2025-07-18
1147663593109;2025-07-18
1147663613117;2025-07-23
1147663643109;2025-07-18
1147663643117;2025-07-18
1147663713109;2025-07-18
1147663843117;2025-07-18
1147664223117;2025-08-18
1147664373109;2025-08-15
1147664563109;2025-07-23
1147665043117;2025-07-22
1147665043109;2025-07-22
1147665083109;2025-07-22
1147665113117;2025-07-23
1147665123111;2025-07-22
1147665163117;2025-07-22
1147665263117;2025-07-22
1147665323117;2025-08-01
1147665343117;2025-07-23
1147665643109;2025-07-22
1147666163115;2025-08-01
1147666223117;2025-07-23
1147666423117;2025-07-23
1147666633108;2025-07-23
1147667053115;2025-07-29
1147667073117;2025-07-29
1147667143114;2025-10-07
1147667293117;2025-07-25
1147667493115;2025-09-10
1147667663108;2025-07-24
1147667763114;2025-07-24
1147667783109;2025-07-25
1147667913117;2025-07-25
1147668023109;2025-07-25
1147668043117;2025-07-29
1147668143108;2025-07-25
1147668163108;2025-07-25
1147668183111;2025-07-25
1147668443117;2025-08-25
1147668663115;2025-07-28
1147668683117;2025-07-28
1147668993115;2025-07-28
1147669023111;2025-07-28
1147669193109;2025-07-28
1147669233109;2025-07-31
1147669243109;2025-07-29
1147669283115;2025-07-30
1147669343117;2025-07-29
1147669423109;2025-07-28
1147669433109;2025-07-28
1147669683117;2025-07-29
1147669693109;2025-07-29
1147669743117;2025-07-29
1147669743109;2025-07-29
1147669773109;2025-07-29
1147669953114;2025-07-29
1147669993108;2025-07-29
1147669993117;2025-07-29
1147670243112;2025-07-30
1147670273109;2025-07-29
1147670833117;2025-07-29
1147691463111;2025-07-16
1147691683117;2025-07-17
1147691683114;2025-07-17
1147691753114;2025-09-15
1147691763108;2025-07-29
1147691913117;2025-07-23
1147692003117;2025-07-17
1147692123117;2025-08-06
1147692153109;2025-07-21
1147692203117;2025-07-17
1147692293117;2025-07-17
1147692383114;2025-07-24
1147692593114;2025-07-17
1147692603114;2025-07-17
1147692623109;2025-07-17
1147692653117;2025-07-23
1147692693117;2025-07-22
1147692723109;2025-07-17
1147692763117;2025-07-22
1147692773111;2025-07-17
1147693003117;2025-08-13
1147693053108;2025-07-17
1147693063114;2025-07-17
1147693113114;2025-07-24
1147693133117;2025-07-17
1147693243117;2025-07-18
1147693313109;2025-07-17
1147693473108;2025-07-17
1147693473117;2025-07-17
1147693483117;2025-07-17
1147693723111;2025-07-18
1147693813117;2025-08-10
1147693853114;2025-07-17
1147693993111;2025-07-17
1147694023117;2025-07-17
1147694033117;2025-07-17
1147694213111;2025-07-17
1147694263117;2025-08-21
1147694283117;2025-07-17
1147694443114;2025-07-31
1147694463117;2025-07-18
1147694473117;2025-07-18
1147694683114;2025-07-24
1147694703109;2025-07-18
1147694793114;2025-07-18
1147694863114;2025-07-21
1147694983114;2025-07-18
1147695003108;2025-07-18
1147695013108;2025-07-18
1147695153117;2025-07-18
1147695173117;2025-07-31
1147695273117;2025-07-18
1147695393117;2025-07-18
1147695523114;2025-07-18
1147695613111;2025-07-18
1147695683109;2025-07-23
1147695733117;2025-07-21
1147695743117;2025-07-18
1147695893114;2025-07-30
1147695903109;2025-07-18
1147695913114;2025-07-18
1147695973115;2025-07-23
1147696083108;2025-07-18
1147696173117;2025-08-05
1147696273115;2025-07-18
1147696303117;2025-07-18
1147696403117;2025-07-28
1147696473108;2025-07-18
1147696543115;2025-07-18
1147696693114;2025-07-18
1147696733117;2025-07-21
1147697043117;2025-07-21
1147697113117;2025-07-19
1147697223114;2025-07-29
1147697293115;2025-07-20
1147697403117;2025-07-21
1147697543117;2025-07-21
1147697583109;2025-07-21
1147697593109;2025-07-21
1147697853114;2025-07-21
1147697863114;2025-07-21
1147697883114;2025-07-21
1147697953117;2025-07-21
1147697983114;2025-07-21
1147698183109;2025-07-31
1147698223109;2025-07-21
1147698303114;2025-07-21
1147698433108;2025-07-21
1147698593108;2025-09-18
1147698603117;2025-07-23
1147698653111;2025-07-21
1147698693111;2025-07-22
1147698733114;2025-07-21
1147698813117;2025-07-21
1147699003117;2025-08-13
1147699023114;2025-08-13
1147699053114;2025-07-22
1147699243117;2025-07-21
1147699253117;2025-07-24
1147699253108;2025-07-24
1147699323117;2025-07-21
1147699333109;2025-07-21
1147699763108;2025-07-22
1147699783114;2025-07-23
1147699783115;2025-07-23
1147699873109;2025-07-24
1147699943114;2025-07-25
1147699953117;2025-07-21
1147699963117;2025-07-22
1147700093117;2025-07-25
1147700093114;2025-07-25
1147700273117;2025-07-21
1147700323117;2025-07-22
1147700743108;2025-08-29
1147701033117;2025-07-22
1147701103117;2025-07-22
1147701143108;2025-07-22
1147701243117;2025-07-22
1147746223109;2025-07-28
1147746343112;2025-08-04
1147746433111;2025-08-05
1147746493112;2025-08-06
1147746573115;2025-08-11
1147746583115;2025-08-13
1147746603115;2025-08-07
1147746723115;2025-08-07
1147746843117;2025-08-12
1147746923114;2025-08-13
1147746973108;2025-08-13
1147747003109;2025-08-14
1147747013115;2025-08-21
1147747343108;2025-08-22
1147747633111;2025-08-27
1147748153117;2025-09-11
1147748173114;2025-10-22
1147748223108;2025-09-12
1147748413117;2025-09-12
1147748443108;2025-09-17
1147748473108;2025-09-16
1147748523108;2025-09-16
1147748613115;2025-09-19
1147748633109;2025-09-30
1147748813109;2025-09-25
1147748813117;2025-09-25
1147748823111;2025-11-12
1147748993108;2025-09-30
1147749073117;2025-10-14
1147749293109;2025-10-31
1147749353108;2025-11-26
1147749453108;2025-10-30
1147749483117;2025-10-31
1147749533117;2025-10-31
1147749613114;2025-11-05
1147749663112;2025-11-05
1147749693115;2025-11-17
1147749693117;2025-11-17
1147749703115;2025-11-12
1147749703117;2025-11-12
1147749743109;2025-11-07
1147749973108;2025-11-14
1147750053112;2025-11-14
1147750263111;2025-11-21
1147750383108;2025-11-26
1147750623108;2025-11-28
1147750643111;2025-11-28
1147750823111;2025-12-04
1147750883111;2025-12-09
1147750923115;2025-12-12
1147750983112;2025-12-15
1147751043108;2025-12-17
1147751083117;2025-12-18
1147751103112;2025-12-18
1147778043108;2025-07-22
1147778243117;2025-07-23
1147778873117;2025-07-22
1147779063117;2025-08-06
1147779173114;2025-07-31
1147779243114;2025-10-23
1147779253114;2025-07-22
1147779303111;2025-07-30
1147779323108;2025-07-22
1147779473111;2025-07-22
1147779483108;2025-07-22
1147779493114;2025-07-22
1147779543114;2025-07-22
1147779653117;2025-09-30
1147779723109;2025-07-29
1147779773114;2025-07-22
1147779973114;2025-07-23
1147780043114;2025-07-22
1147780153117;2025-07-22
1147780193117;2025-07-22
1147780373114;2025-07-22
1147780473117;2025-07-22
1147780513109;2025-07-23
1147780603117;2025-07-23
1147780733108;2025-08-05
1147780803117;2025-07-23
1147780853117;2025-07-23
1147781063108;2025-07-23
1147781133117;2025-07-23
1147781133109;2025-07-23
1147781173108;2025-07-23
1147781173117;2025-07-23
1147781223117;2025-07-23
1147781393108;2025-08-26
1147781713114;2025-07-31
1147781753117;2025-07-24
1147781883117;2025-07-31
1147782083117;2025-07-23
1147782093109;2025-07-24
1147782203117;2025-07-28
1147782483117;2025-07-23
1147782533117;2025-07-30
1147782613114;2025-07-23
1147782693117;2025-07-26
1147782893114;2025-09-19
1147782993108;2025-07-24
1147783153117;2025-07-25
1147783173109;2025-09-05
1147783253108;2025-07-23
1147783363114;2025-07-23
1147783503109;2025-07-23
1147783563109;2025-07-31
1147783873109;2025-07-24
1147783893117;2025-08-04
1147783973117;2025-08-14
1147784163109;2025-07-24
1147784193117;2025-07-25
1147784263114;2025-07-24
1147784283117;2025-07-24
1147784293117;2025-07-26
1147784443114;2025-07-24
1147784623109;2025-07-24
1147784693108;2025-07-29
1147784803117;2025-07-24
1147784813117;2025-07-28
1147784823108;2025-07-25
1147784823117;2025-07-25
1147784833117;2025-07-25
1147784883114;2025-07-24
1147784973111;2025-07-25
1147785103111;2025-08-01
1147785143111;2025-07-24
1147785203114;2025-08-13
1147785273114;2025-07-24
1147785343109;2025-07-24
1147785443117;2025-07-27
1147785473114;2025-07-24
1147785503117;2025-07-25
1147785533117;2025-07-24
1147785793108;2025-07-25
1147785853109;2025-07-28
1147785873111;2025-07-25
1147786013117;2025-07-24
1147786093117;2025-07-24
1147786163108;2025-07-28
1147786223114;2025-07-24
1147786233117;2025-08-11
1147786293109;2025-07-24
1147786363117;2025-07-31
1147786603114;2025-07-25
1147786803117;2025-07-25
1147786833117;2025-07-25
1147786903111;2025-08-08
1147786963108;2025-07-25
1147787033111;2025-07-25
1147787043111;2025-07-25
1147787173117;2025-08-07
1147787303117;2025-07-29
1147787363111;2025-07-25
1147787383117;2025-07-25
1147787483117;2025-08-22
1147787583117;2025-07-25
1147787633111;2025-09-12
1147787693109;2025-08-29
1147787713117;2025-07-25
1147787833115;2025-07-25
1147787863108;2025-07-29
1147787863117;2025-07-29
1147787923108;2025-07-25
1147787973109;2025-07-25
1147788013117;2025-07-25
1147788023114;2025-07-31
1147788063114;2025-07-31
1147788113108;2025-08-21
1147788413108;2025-09-15
1147788413117;2025-09-15
1147788763111;2025-09-30
1147959153109;2025-07-25
1147959163117;2025-07-28
1147959223117;2025-08-21
1147959273117;2025-07-29
1147959283117;2025-07-26
1147959293117;2025-07-29
1147959583117;2025-07-25
1147959633114;2025-08-29
1147959693108;2025-07-29
1147959803117;2025-07-25
1147959843109;2025-07-25
1147959893108;2025-07-28
1147959893117;2025-07-28
1147959913117;2025-07-25
1147959923114;2025-07-26
1147959933117;2025-07-26
1147959943117;2025-07-29
1147960073109;2025-07-26
1147960083114;2025-08-29
1147960323109;2025-07-28
1147960373111;2025-07-28
1147960443117;2025-07-28
1147960603109;2025-07-28
1147960833117;2025-07-29
1147960883117;2025-07-30
1147960943109;2025-07-28
1147961113114;2025-07-28
1147961113109;2025-07-28
1147961313112;2025-07-28
1147961453108;2025-07-28
1147961473109;2025-07-30
1147961543117;2025-07-28
1147961583114;2025-07-28
1147961583109;2025-07-28
1147962123108;2025-07-29
1147962213114;2025-07-28
1147962273117;2025-07-28
1147962383114;2025-07-29
1147962433117;2025-07-28
1147962463114;2025-07-28
1147962483117;2025-07-28
1147962483108;2025-07-28
1147962493109;2025-07-28
1147962493117;2025-07-28
1147962733117;2025-07-29
1147962773117;2025-08-04
1147962793111;2025-07-28
1147962823117;2025-07-28
1147962883117;2025-07-28
1147962903114;2025-07-28
1147963013108;2025-07-29
1147963023117;2025-07-29
1147963073114;2025-07-31
1147963093108;2025-11-28
1147963183109;2025-07-29
1147963193117;2025-07-29
1147963233114;2025-07-29
1147963263109;2025-07-30
1147963263117;2025-07-30
1147963283114;2025-07-29
1147963343114;2025-08-01
1147963553114;2025-07-29
1147963693114;2025-07-29
1147963723117;2025-07-29
1147963823117;2025-08-04
1147963973112;2025-07-29
1147963993117;2025-07-29
1147964023117;2025-07-29
1147964083117;2025-07-29
1147964153109;2025-07-29
1147964403114;2025-07-29
1147964443111;2025-07-31
1147964593117;2025-07-29
1147964643108;2025-07-29
1147964943117;2025-07-29
1147965113111;2025-07-31
1147965153114;2025-07-29
1147965213108;2025-08-14
1147965353109;2025-07-29
1147965423114;2025-07-29
1147965563117;2025-07-29
1147965573114;2025-07-29
1147965713112;2025-07-29
1147965923117;2025-07-30
1147965983109;2025-07-29
1147966013109;2025-07-29
1147966083111;2025-09-11
1147966133117;2025-07-30
1147966163111;2025-08-11
1147966193117;2025-07-29
1147966233117;2025-07-29
1147966253117;2025-07-29
1147966263117;2025-07-29
1147966393114;2025-08-19
1147966503117;2025-08-19
1147966773114;2025-08-01
1147966783117;2025-07-30
1147966793111;2025-08-05
1147966873117;2025-07-30
1147966893108;2025-07-30
1147966923117;2025-07-30
1147966953114;2025-07-30
1147967223114;2025-08-01
1147967303108;2025-07-31
1147967313117;2025-07-30
1147967393109;2025-08-11
1147967453117;2025-08-21
1147967573117;2025-07-30
1147967703108;2025-07-30
1147968033109;2025-07-30
1147968253117;2025-10-03
1147968333117;2025-07-30
1147968343112;2025-07-30
1147968483108;2025-07-31
1147968693117;2025-07-30
1147968713117;2025-07-31
1147968733117;2025-08-25
1147968753117;2025-08-04
1147968903114;2025-07-30
1147968913117;2025-08-04
1147968973117;2025-08-01
1147969033114;2025-07-30
1148019533109;2025-07-28
1148019543109;2025-08-01
1148019593109;2025-09-22
1148050683117;2025-08-05
1148050713108;2025-08-06
1148070753117;2025-07-30
1148070983117;2025-07-30
1148071183115;2025-07-30
1148071203115;2025-07-30
1148071303108;2025-07-31
1148071403117;2025-07-30
1148071563109;2025-07-30
1148071763112;2025-07-30
1148072253109;2025-07-31
1148072793108;2025-07-31
1148073033117;2025-08-01
1148073383108;2025-07-31
1148073753112;2025-08-01
1148073973117;2025-08-01
1148074093115;2025-08-01
1148074313117;2025-08-07
1148074323117;2025-08-01
1148074803108;2025-08-02
1148075723117;2025-08-05
1148075903111;2025-08-07
1148076033117;2025-08-06
1148076113115;2025-08-05
1148076273109;2025-08-05
1148076523115;2025-08-06
1148076673109;2025-08-05
1148077193108;2025-08-20
1148077523112;2025-10-28
1148077993109;2025-08-06
1148079013109;2025-08-07
1148079053109;2025-08-07
1148079053115;2025-08-07
1148079093109;2025-08-08
1148079143109;2025-08-07
1148079253108;2025-08-21
1148079263117;2025-08-13
1148079503117;2025-08-08
1148080003117;2025-08-08
1148080173108;2025-08-08
1148080573115;2025-08-11
1148111243117;2025-07-31
1148111293111;2025-08-14
1148111373117;2025-07-30
1148111423109;2025-11-19
1148111443108;2025-07-30
1148111503114;2025-07-30
1148111543114;2025-07-30
1148111553117;2025-07-30
1148111653109;2025-07-30
1148111683117;2025-07-31
1148111693115;2025-07-31
1148111733117;2025-07-30
1148111763117;2025-07-31
1148111773117;2025-08-01
1148111853117;2025-07-31
1148111863112;2025-07-31
1148111973112;2025-07-31
1148111983112;2025-07-31
1148112013114;2025-07-31
1148112023114;2025-08-08
1148112043117;2025-07-31
1148112063114;2025-07-31
1148112133117;2025-07-31
1148112133109;2025-07-31
1148112183117;2025-07-31
1148112223111;2025-07-31
1148112243108;2025-07-31
1148112263109;2025-07-31
1148112283117;2025-08-04
1148112353117;2025-08-18
1148112373114;2025-08-25
1148112383117;2025-08-12
1148112583117;2025-08-04
1148112713114;2025-07-31
1148112793117;2025-07-31
1148112873117;2025-07-31
1148112883111;2025-07-31
1148112973117;2025-08-04
1148113023117;2025-07-31
1148113043117;2025-07-31
1148113243109;2025-07-31
1148113283109;2025-07-31
1148113403117;2025-07-31
1148113413108;2025-07-31
1148113493117;2025-08-01
1148113543114;2025-07-31
1148113583108;2025-07-31
1148113683117;2025-08-06
1148113733117;2025-08-01
1148113883115;2025-07-31
1148113893114;2025-07-31
1148113943109;2025-07-31
1148114043117;2025-07-31
1148114043108;2025-07-31
1148114103117;2025-07-31
1148114153117;2025-08-01
1148114183117;2025-07-31
1148114273114;2025-07-31
1148114333115;2025-09-09
1148114343117;2025-07-31
1148114383114;2025-10-21
1148114383117;2025-10-21
1148114393114;2025-07-31
1148114403109;2025-07-31
1148114533117;2025-07-31
1148114543114;2025-07-31
1148114563114;2025-08-20
1148114593114;2025-07-31
1148114683114;2025-07-31
1148114723114;2025-08-14
1148114783115;2025-07-31
1148114833114;2025-10-14
1148114873114;2025-07-31
1148114883114;2025-07-31
1148114913114;2025-07-31
1148114913117;2025-07-31
1148114913109;2025-07-31
1148114983114;2025-08-01
1148115113117;2025-08-01
1148115193108;2025-08-04
1148115213111;2025-08-01
1148115313108;2025-08-01
1148115363117;2025-08-01
1148115393117;2025-08-01
1148115513117;2025-08-01
1148115533117;2025-08-01
1148115553117;2025-08-01
1148115553115;2025-08-01
1148115593117;2025-08-12
1148115673114;2025-08-01
1148115753117;2025-08-12
1148115853117;2025-08-04
1148115903114;2025-08-01
1148116083108;2025-08-01
1148116123117;2025-08-01
1148116273109;2025-08-01
1148116353117;2025-08-12
1148116463117;2025-08-12
1148116493108;2025-08-04
1148116533108;2025-08-04
1148116623117;2025-08-01
1148116623115;2025-08-01
1148116683115;2025-08-01
1148116793117;2025-09-19
1148116823117;2025-08-02
1148117003117;2025-08-03
1148117013117;2025-08-03
1148117033117;2025-08-04
1148117343117;2025-08-05
1148117353117;2025-08-04
1148117723114;2025-08-20
1148117853112;2025-08-05
1148117903114;2025-08-04
1148117953108;2025-08-04
1148118153109;2025-08-05
1148118193114;2025-08-04
1148118323117;2025-08-07
1148118423117;2025-08-20
1148118433114;2025-08-05
1148118683109;2025-08-05
1148118763117;2025-08-04
1148118823117;2025-08-04
1148118883111;2025-08-04
1148118993108;2025-08-04
1148119243108;2025-08-05
1148119263111;2025-08-05
1148119283117;2025-08-06
1148119483111;2025-08-05
1148119523114;2025-08-06
1148119533117;2025-08-07
1148119573117;2025-08-05
1148119633117;2025-08-29
1148119653117;2025-08-05
1148119703117;2025-08-05
1148119703109;2025-08-05
1148119763109;2025-08-05
1148119933117;2025-08-07
1148120193109;2025-08-06
1148120293111;2025-08-13
1148120313117;2025-08-05
1148120583117;2025-08-05
1148120663108;2025-08-28
1148120773114;2025-08-08
1148120853117;2025-08-05
1148120983117;2025-08-06
1148121053117;2025-08-12
1148121113109;2025-08-29
1148121223117;2025-08-05
1148275313114;2025-09-30
1148275373112;2025-08-06
1148275553109;2025-08-06
1148275703117;2025-08-15
1148276033117;2025-08-06
1148276143117;2025-08-05
1148276253117;2025-08-06
1148276253114;2025-08-06
1148276473117;2025-09-05
1148276573114;2025-08-07
1148276663108;2025-08-06
1148276863109;2025-08-20
1148277143109;2025-08-08
1148277233117;2025-08-06
1148277253117;2025-08-06
1148277253114;2025-08-06
1148277303117;2025-08-06
1148277373117;2025-08-06
1148277383112;2025-08-06
1148277403112;2025-08-06
1148277433115;2025-08-21
1148277513114;2025-08-06
1148277553108;2025-08-06
1148277623117;2025-09-19
1148277643117;2025-08-06
1148277693108;2025-08-06
1148277883109;2025-09-26
1148277883117;2025-09-26
1148278013112;2025-08-06
1148278093117;2025-08-06
1148278103117;2025-08-30
1148278183117;2025-08-06
1148278223117;2025-08-06
1148278243117;2025-08-06
1148278273111;2025-08-06
1148278283117;2025-08-06
1148278303117;2025-08-06
1148278423117;2025-08-06
1148278603117;2025-08-06
1148278683117;2025-08-06
1148278753117;2025-09-30
1148278963109;2025-08-06
1148278993117;2025-08-14
1148279023117;2025-08-06
1148279113117;2025-08-06
1148279173117;2025-08-06
1148279303108;2025-08-06
1148279353117;2025-08-08
1148279563117;2025-08-07
1148279723117;2025-08-19
1148279803117;2025-08-07
1148279953117;2025-08-07
1148279983117;2025-08-07
1148280063114;2025-08-21
1148280153108;2025-08-07
1148280163117;2025-08-07
1148280183115;2025-08-18
1148280203108;2025-08-07
1148280343115;2025-08-12
1148280473109;2025-08-07
1148280473117;2025-08-07
1148280533109;2025-08-08
1148280663117;2025-08-08
1148280753117;2025-08-15
1148280863117;2025-08-08
1148280893117;2025-08-07
1148280903114;2025-08-07
1148281003108;2025-08-07
1148281223117;2025-08-07
1148281313117;2025-08-08
1148281353109;2025-08-07
1148281413108;2025-08-07
1148281523117;2025-09-08
1148281563117;2025-08-21
1148281753117;2025-08-12
1148281813108;2025-08-07
1148281963109;2025-08-08
1148281993117;2025-08-11
1148282033117;2025-08-18
1148282063117;2025-08-28
1148282203108;2025-08-13
1148282283114;2025-08-07
1148282483114;2025-08-08
1148282543108;2025-08-08
1148282623117;2025-08-08
1148282773109;2025-08-08
1148282853117;2025-08-08
1148282933108;2025-08-08
1148282963117;2025-08-08
1148283123114;2025-08-14
1148283283109;2025-08-08
1148283333109;2025-09-03
1148283463108;2025-08-08
1148283483109;2025-08-08
1148283493112;2025-08-13
1148283523114;2025-08-11
1148283653114;2025-08-18
1148283713109;2025-08-08
1148283753117;2025-08-08
1148283763117;2025-08-08
1148283843109;2025-08-28
1148283923117;2025-08-13
1148284073117;2025-08-08
1148284083117;2025-08-08
1148284113117;2025-08-27
1148284173111;2025-08-08
1148284203108;2025-08-08
1148284243117;2025-08-26
1148284293108;2025-08-08
1148284323114;2025-08-08
1148284383111;2025-08-29
1148284393109;2025-08-08
1148284393117;2025-08-08
1148284443117;2025-08-08
1148284503109;2025-08-14
1148284503117;2025-08-14
1148284543117;2025-08-15
1148284563109;2025-09-03
1148284583117;2025-08-08
1148284603111;2025-08-09
1148284653108;2025-08-09
1148284873114;2025-08-11
1148284923117;2025-08-11
1148284993108;2025-08-11
1148285073109;2025-08-11
1148285083109;2025-08-11
1148463423114;2025-08-11
1148463613109;2025-08-11
1148463733109;2025-09-19
1148463753108;2025-08-12
1148463773109;2025-08-11
1148463823117;2025-08-11
1148464013117;2025-08-11
1148464203117;2025-08-11
1148464403117;2025-08-11
1148464403115;2025-08-11
1148464443114;2025-08-12
1148464463114;2025-08-12
1148464513117;2025-11-07
1148464533109;2025-08-13
1148464723112;2025-08-13
1148464753114;2025-08-15
1148465013114;2025-08-11
1148465023117;2025-08-11
1148465113117;2025-08-11
1148465243109;2025-08-11
1148465243117;2025-08-11
1148465323117;2025-08-12
1148465373117;2025-08-15
1148465453109;2025-08-11
1148465603117;2025-08-11
1148465603109;2025-08-11
1148465633115;2025-09-24
1148465673111;2025-08-14
1148465863114;2025-08-12
1148465903117;2025-08-27
1148465933117;2025-08-12
1148466293117;2025-09-22
1148466423115;2025-08-28
1148466523109;2025-08-12
1148467013115;2025-08-22
1148467103117;2025-08-12
1148467113117;2025-08-12
1148467113109;2025-08-12
1148467353117;2025-08-20
1148467353114;2025-08-20
1148467373111;2025-08-14
1148467483117;2025-08-12
1148467583109;2025-08-12
1148467663117;2025-08-25
1148467733117;2025-09-22
1148467843109;2025-08-12
1148467883114;2025-08-13
1148467973115;2025-08-12
1148468003117;2025-08-12
1148468213114;2025-08-12
1148468223117;2025-10-10
1148468263117;2025-08-12
1148468263114;2025-08-12
1148468333114;2025-08-12
1148468443109;2025-08-12
1148468553117;2025-08-14
1148468563117;2025-08-12
1148468623117;2025-09-02
1148468723108;2025-08-12
1148468723117;2025-08-12
1148468763117;2025-08-13
1148468783115;2025-08-15
1148468803114;2025-08-12
1148469093117;2025-08-13
1148469173117;2025-08-31
1148469183117;2025-08-13
1148469413108;2025-08-13
1148469453114;2025-08-13
1148469673115;2025-08-18
1148469923117;2025-08-13
1148469953109;2025-08-13
1148470033115;2025-08-13
1148470303114;2025-08-13
1148470463114;2025-08-13
1148470473117;2025-08-18
1148470513108;2025-08-14
1148470603117;2025-08-15
1148470653117;2025-10-28
1148470743114;2025-08-14
1148470773108;2025-08-13
1148470793117;2025-08-13
1148470813114;2025-08-13
1148470873117;2025-08-13
1148470883114;2025-08-13
1148471093114;2025-08-13
1148471143117;2025-08-18
1148471193108;2025-08-13
1148471323115;2025-08-13
1148471343108;2025-08-13
1148471363114;2025-08-13
1148471373117;2025-08-13
1148471383108;2025-08-13
1148471413114;2025-08-13
1148471473112;2025-08-13
1148471633111;2025-08-21
1148471833111;2025-08-13
1148471883114;2025-08-13
1148471963114;2025-08-14
1148472003114;2025-08-14
1148472163114;2025-08-15
1148472463114;2025-08-14
1148472503114;2025-08-14
1148472573114;2025-08-14
1148472623117;2025-12-03
1148472723117;2025-08-14
1148472723108;2025-08-14
1148472803114;2025-08-14
1148472893112;2025-08-14
1148473193111;2025-08-11
1148473343109;2025-08-27
1148473373109;2025-08-11
1148473413108;2025-10-09
1148473693117;2025-08-11
1148473773117;2025-08-11
1148474193117;2025-08-13
1148474343117;2025-08-12
1148474623117;2025-08-12
1148474663115;2025-08-12
1148475013114;2025-08-18
1148475013117;2025-08-18
1148475063111;2025-08-20
1148475283115;2025-08-22
1148475293117;2025-08-13
1148475303117;2025-08-19
1148475513117;2025-08-13
1148475513109;2025-08-13
1148475733117;2025-08-14
1148475753117;2025-08-13
1148475753109;2025-08-13
1148476133109;2025-08-14
1148476183114;2025-08-14
1148476583109;2025-08-14
1148476633109;2025-08-19
1148476813117;2025-08-20
1148476883117;2025-08-14
1148477043108;2025-08-22
1148477263108;2025-08-15
1148477743111;2025-08-20
1148477753114;2025-08-15
1148477753117;2025-08-15
1148477803109;2025-08-15
1148477843109;2025-08-15
1148477843117;2025-08-15
1148478163117;2025-08-18
1148478373117;2025-08-26
1148478393109;2025-08-18
1148478483117;2025-08-19
1148478563115;2025-08-18
1148478613117;2025-08-18
1148478703117;2025-08-19
1148478763112;2025-08-20
1148478833109;2025-08-18
1148478853109;2025-08-18
1148478863117;2025-08-19
1148478993117;2025-08-19
1148479083117;2025-08-19
1148479343117;2025-08-19
1148479353117;2025-08-21
1148479823117;2025-08-26
1148479953115;2025-08-19
1148479973117;2025-08-19
1148480143115;2025-08-19
1148480163109;2025-08-19
1148480163117;2025-08-19
1148480203117;2025-08-19
1148480233109;2025-08-19
1148480233117;2025-08-19
1148480263117;2025-08-19
1148480283109;2025-08-19
1148480443115;2025-08-21
1148480483109;2025-08-20
1148480583111;2025-08-20
1148480993115;2025-08-20
1148481103115;2025-08-20
1148481113115;2025-08-20
1148481183111;2025-08-28
1148481623108;2025-08-20
1148481693115;2025-09-19
1148481793114;2025-08-21
1148481823115;2025-08-21
1148481903117;2025-08-21
1148481903114;2025-08-21
1148482223117;2025-08-21
1148482233117;2025-08-21
1148482263117;2025-08-21
1148482393117;2025-08-22
1148482513114;2025-08-21
1148482983108;2025-09-16
1148483023109;2025-08-22
1148483033111;2025-12-12
1148594593117;2025-08-15
1148594693109;2025-08-14
1148594803109;2025-08-14
1148594943117;2025-08-14
1148595113109;2025-08-15
1148595143114;2025-08-14
1148595173109;2025-08-14
1148595193111;2025-08-21
1148595213117;2025-08-14
1148595263114;2025-08-14
1148595343109;2025-08-14
1148595753115;2025-08-15
1148595783114;2025-08-14
1148595853117;2025-08-15
1148595893108;2025-08-18
1148595893117;2025-08-18
1148595933114;2025-08-14
1148596033114;2025-09-16
1148596103114;2025-08-14
1148596133117;2025-08-15
1148596303115;2025-08-15
1148596313117;2025-08-22
