NR_CERTIFICADO;DT_PROTOCOLO
1145853593114;2025-05-23
1145853623117;2025-05-23
1145853643114;2025-05-27
1145853653115;2025-06-18
1145853663111;2025-05-23
1145853703114;2025-05-23
1145853723109;2025-05-26
1145853753112;2025-06-30
1145853773111;2025-05-23
1145853793108;2025-05-24
1145853793111;2025-05-24
1145853853117;2025-05-27
1145853963114;2025-05-24
1145854103114;2025-05-25
1145854333108;2025-05-29
1145854413114;2025-05-27
1145854463111;2025-05-26
1145854543109;2025-06-04
1145854583114;2025-05-26
1145854593108;2025-05-29
1145854743108;2025-05-26
1145854893114;2025-05-27
1145854913109;2025-05-27
1145855003117;2025-05-27
1145855123117;2025-05-26
1145855383117;2025-05-26
1145855413117;2025-05-27
1145855453117;2025-05-26
1145855473117;2025-05-26
1145855513108;2025-05-26
1145855613117;2025-05-26
1145855653117;2025-05-26
1145855853109;2025-05-27
1145855853117;2025-05-27
1145856073108;2025-06-12
1145856213117;2025-06-20
1145856233117;2025-05-27
1145856553114;2025-05-26
1145856643109;2025-05-26
1145856703114;2025-05-26
1145856713109;2025-05-27
1145856723114;2025-05-27
1145856773117;2025-05-26
1145856853117;2025-05-26
1145857183114;2025-05-26
1145857213114;2025-05-26
1145857253114;2025-05-31
1145857263114;2025-05-31
1145857333117;2025-05-28
1145857343117;2025-06-10
1145857553108;2025-05-28
1145857693114;2025-05-27
1145857803108;2025-05-27
1145857843114;2025-05-27
1145858143108;2025-05-27
1145858353117;2025-05-27
1145858533114;2025-05-27
1145858663117;2025-05-27
1145858673108;2025-05-27
1145858763111;2025-05-27
1145858793117;2025-05-27
1145858793109;2025-05-27
1145858873117;2025-05-30
1145859103112;2025-06-03
1145859133117;2025-09-11
1145859353109;2025-05-27
1145859723117;2025-05-27
1145859723114;2025-05-27
1145859833108;2025-05-27
1145859913114;2025-05-27
1145859993117;2025-05-28
1145860233117;2025-05-27
1145860423117;2025-06-02
1145860553108;2025-05-28
1145860633108;2025-05-27
1145860643117;2025-05-27
1145860673108;2025-05-27
1145860693112;2025-05-27
1145901773117;2025-05-26
1145901773108;2025-05-26
1145901883117;2025-06-27
1145901943117;2025-05-23
1145902073109;2025-05-23
1145902413111;2025-05-26
1145902733115;2025-05-26
1145902753109;2025-05-26
1145902913108;2025-06-13
1145903043109;2025-05-26
1145903043115;2025-05-26
1145903213109;2025-05-26
1145903233117;2025-05-31
1145903393108;2025-05-26
1145903443112;2025-05-26
1145903833115;2025-05-27
1145903883109;2025-05-27
1145903883117;2025-05-27
1145903893117;2025-05-27
1145903893115;2025-05-27
1145904243117;2025-05-27
1145904353111;2025-05-27
1145904933111;2025-05-29
1145904933115;2025-05-29
1145905093108;2025-05-28
1145905733109;2025-05-28
1145905933111;2025-05-30
1145906053109;2025-05-29
1145906343109;2025-05-29
1145906393109;2025-05-29
1145906473117;2025-05-30
1145906603112;2025-05-29
1145906703115;2025-05-29
1145906733117;2025-05-29
1145906833117;2025-05-29
1145906853117;2025-05-30
1145906873111;2025-05-29
1145906893115;2025-05-30
1145907113109;2025-05-29
1145907303117;2025-05-30
1145907553109;2025-05-30
1145907593115;2025-05-30
1145907863111;2025-05-30
1145908003109;2025-05-30
1145908073117;2025-05-30
1145908083109;2025-05-30
1145908153114;2025-05-31
1145908323117;2025-06-09
1145908413109;2025-06-09
1145908413117;2025-06-09
1145908993117;2025-06-03
1145909563111;2025-06-27
1145909913108;2025-06-03
1145909943109;2025-06-03
1145910043109;2025-06-03
1145910073108;2025-06-04
1145910293117;2025-06-05
1145910303109;2025-06-04
1145910563114;2025-06-05
1145911333109;2025-06-04
1145911583115;2025-06-04
1145995123114;2025-06-06
1145995153117;2025-05-27
1145995193111;2025-05-27
1145995263114;2025-05-29
1145995373111;2025-08-12
1145995463117;2025-05-28
1145995483114;2025-05-29
1145995513114;2025-05-28
1145995553111;2025-06-23
1145995813114;2025-07-18
1145995963117;2025-06-07
1145995973114;2025-05-28
1145996103117;2025-05-30
1145996573109;2025-05-28
1145996603109;2025-05-28
1145996663117;2025-05-28
1145996763114;2025-05-28
1145996823114;2025-05-28
1145996843117;2025-06-04
1145996963117;2025-06-02
1145996993117;2025-07-10
1145997073109;2025-05-28
1145997113117;2025-05-29
1145997173109;2025-05-28
1145997173114;2025-05-28
1145997253109;2025-05-28
1145997513117;2025-05-28
1145997523117;2025-05-31
1145997523115;2025-05-31
1145997713114;2025-05-28
1145997803114;2025-05-28
1145997843111;2025-05-28
1145997923114;2025-05-28
1145998013115;2025-05-28
1145998293117;2025-05-28
1145998303108;2025-05-29
1145998353117;2025-05-28
1145998413108;2025-05-29
1145998443114;2025-05-28
1145998513114;2025-05-28
1145998573108;2025-05-28
1145998693108;2025-05-30
1145998753108;2025-05-28
1145998773108;2025-05-28
1145998923109;2025-05-29
1145998973109;2025-05-28
1145999003111;2025-05-28
1145999053114;2025-05-30
1145999083109;2025-05-29
1145999093114;2025-05-29
1145999303112;2025-06-02
1145999303117;2025-06-02
1145999323117;2025-05-31
1145999333112;2025-05-29
1145999373112;2025-05-29
1145999403111;2025-05-30
1145999443117;2025-05-29
1145999663117;2025-05-29
1145999783108;2025-05-29
1145999883114;2025-05-29
1145999923114;2025-05-29
1146000253117;2025-05-29
1146000343117;2025-05-29
1146000383117;2025-06-02
1146000463117;2025-05-30
1146000463111;2025-05-30
1146000703117;2025-05-29
1146000853117;2025-06-06
1146000883108;2025-05-29
1146000883117;2025-05-29
1146000903117;2025-06-06
1146000913117;2025-05-29
1146001053117;2025-05-30
1146001363109;2025-06-04
1146001483109;2025-07-22
1146001503114;2025-05-29
1146001523114;2025-05-29
1146001543108;2025-05-29
1146001553117;2025-05-29
1146001603108;2025-05-31
1146001613117;2025-05-29
1146001673109;2025-06-05
1146001693114;2025-05-29
1146001723117;2025-05-31
1146001803117;2025-05-30
1146001893117;2025-05-30
1146001903117;2025-05-29
1146001913109;2025-05-29
1146001953117;2025-05-30
1146001963114;2025-05-29
1146002033114;2025-05-30
1146002153117;2025-05-29
1146002193108;2025-05-29
1146002253117;2025-05-29
1146002383109;2025-05-29
1146002453108;2025-05-29
1146002473114;2025-05-29
1146002533108;2025-05-30
1146002543117;2025-06-03
1146002553108;2025-05-29
1146002633114;2025-05-29
1146002713108;2025-05-30
1146002763114;2025-06-02
1146002783117;2025-06-03
1146002863108;2025-05-29
1146002933114;2025-05-29
1146002953108;2025-05-29
1146002973108;2025-05-30
1146003033108;2025-05-30
1146003053108;2025-07-03
1146003093108;2025-05-30
1146003103117;2025-06-13
1146003123108;2025-05-29
1146003213114;2025-05-29
1146003263117;2025-05-30
1146003323117;2025-05-30
1146003343117;2025-05-30
1146003363117;2025-05-30
1146003483117;2025-05-30
1146003583114;2025-05-30
1146003663117;2025-05-30
1146003693115;2025-05-30
1146003823117;2025-06-01
1146003863114;2025-05-30
1146003883117;2025-05-30
1146003883109;2025-05-30
1146004043108;2025-05-31
1146004113114;2025-05-30
1146004123117;2025-05-30
1146004143114;2025-05-30
1146004153109;2025-05-30
1146004263114;2025-09-26
1146004283117;2025-06-11
1146004313114;2025-05-30
1146004383117;2025-05-30
1146004493114;2025-05-30
1146004543109;2025-05-30
1146004553108;2025-05-30
1146004583117;2025-05-30
1146004603109;2025-06-02
1146004623117;2025-05-30
1146004673109;2025-06-02
1146004713117;2025-05-30
1146004743108;2025-05-30
1146004753114;2025-05-30
1146004793114;2025-05-30
1146004803114;2025-05-30
1146004843111;2025-06-16
1146004843108;2025-06-16
1146004913117;2025-06-03
1146087153117;2025-05-30
1146087163111;2025-06-02
1146087353117;2025-06-23
1146087433108;2025-05-30
1146087513111;2025-06-12
1146087683117;2025-05-30
1146087693117;2025-06-11
1146087863109;2025-05-30
1146087943117;2025-05-31
1146087953108;2025-05-30
1146088013112;2025-05-30
1146088063108;2025-05-30
1146088073117;2025-06-24
1146088143114;2025-06-01
1146088163108;2025-07-28
1146088223108;2025-07-28
1146088283108;2025-07-28
1146088353117;2025-05-30
1146088443108;2025-05-30
1146088473108;2025-05-30
1146088543109;2025-06-05
1146088573108;2025-05-30
1146088593108;2025-05-30
1146088603108;2025-05-30
1146088643109;2025-06-04
1146088673111;2025-05-31
1146088793115;2025-05-31
1146088903109;2025-05-31
1146088903117;2025-05-31
1146088913114;2025-05-31
1146088933117;2025-05-31
1146088953108;2025-05-31
1146088963114;2025-05-31
1146088983109;2025-05-31
1146089113114;2025-05-31
1146089163111;2025-05-31
1146089273112;2025-06-01
1146089383112;2025-06-02
1146089393117;2025-08-12
1146089413117;2025-06-03
1146089463117;2025-06-02
1146089473109;2025-06-02
1146089483117;2025-06-02
1146089563117;2025-06-05
1146089603117;2025-06-02
1146089653114;2025-06-02
1146090033109;2025-06-02
1146090033117;2025-06-02
1146090143109;2025-06-18
1146090293117;2025-06-02
1146090363117;2025-06-03
1146090383109;2025-06-04
1146090393114;2025-06-02
1146090413109;2025-06-02
1146090713115;2025-06-02
1146090733109;2025-06-02
1146090763109;2025-06-06
1146090793115;2025-06-02
1146090863117;2025-06-02
1146090963115;2025-06-02
1146091043117;2025-06-13
1146091163117;2025-06-02
1146091263114;2025-06-02
1146091303108;2025-06-02
1146091313108;2025-06-02
1146091323109;2025-06-18
1146091413114;2025-06-02
1146091463114;2025-06-03
1146091483109;2025-06-02
1146091543117;2025-06-03
1146091543109;2025-06-03
1146091603117;2025-06-04
1146091733117;2025-06-04
1146091753108;2025-06-02
1146091823117;2025-06-06
1146091953112;2025-06-05
1146092113108;2025-06-13
1146092203114;2025-06-03
1146092453117;2025-09-20
1146092493117;2025-06-06
1146092503117;2025-06-03
1146092683114;2025-08-13
1146092743109;2025-06-03
1146092833108;2025-06-03
1146092853117;2025-06-09
1146092873114;2025-06-03
1146092993117;2025-06-05
1146093193109;2025-06-03
1146093323111;2025-06-04
1146093373114;2025-06-06
1146093413117;2025-06-30
1146093463114;2025-06-03
1146093593117;2025-06-07
1146093853117;2025-06-08
1146093923117;2025-06-13
1146093983111;2025-06-03
1146094003109;2025-06-03
1146094103108;2025-06-05
1146094133109;2025-06-03
1146094203117;2025-06-04
1146094253109;2025-06-03
1146094283109;2025-06-03
1146094303109;2025-06-03
1146094363117;2025-07-02
1146094363115;2025-07-02
1146094373117;2025-06-03
1146094403117;2025-06-03
1146094453114;2025-06-06
1146094453117;2025-06-06
1146094643117;2025-07-17
1146095003108;2025-06-05
1146095023117;2025-06-03
1146095033108;2025-06-04
1146095133117;2025-06-03
1146095163117;2025-06-11
1146095713111;2025-06-04
1146095743111;2025-06-04
1146095783117;2025-06-30
1146095853112;2025-06-04
1146095903114;2025-06-04
1146096003114;2025-06-05
1146096013112;2025-06-04
1146096023117;2025-06-18
1146096193117;2025-06-06
1146096423114;2025-06-04
1146096503117;2025-06-04
1146096523117;2025-06-04
1146096653117;2025-06-09
1146096933117;2025-06-04
1146096983114;2025-06-04
1146407943109;2025-06-04
1146407993117;2025-06-06
1146408173109;2025-06-05
1146408273117;2025-06-04
1146408283117;2025-06-18
1146408373114;2025-06-04
1146408563117;2025-06-05
1146408753117;2025-06-09
1146408973114;2025-06-18
1146409063111;2025-06-05
1146409503117;2025-06-30
1146409513117;2025-06-09
1146409533109;2025-06-05
1146409813114;2025-06-05
1146409993109;2025-06-17
1146410263117;2025-06-05
1146410363109;2025-06-05
1146410433109;2025-06-05
1146410453112;2025-06-05
1146410473115;2025-06-09
1146410533108;2025-06-05
1146410663108;2025-06-11
1146410743114;2025-06-05
1146410833108;2025-06-05
1146410863115;2025-06-11
1146411133117;2025-06-10
1146411253117;2025-09-08
1146411293114;2025-06-05
1146411313117;2025-06-30
1146411403117;2025-06-09
1146411503114;2025-06-09
1146411583108;2025-06-06
1146411593117;2025-06-26
1146411623108;2025-06-06
1146411683112;2025-07-08
1146411723108;2025-06-05
1146411863108;2025-06-06
1146411873117;2025-06-05
1146411873108;2025-06-05
1146411963117;2025-06-05
1146411983114;2025-06-11
1146412013117;2025-06-06
1146412053117;2025-06-06
1146412543108;2025-06-06
1146412603109;2025-06-06
1146412713117;2025-06-10
1146412993109;2025-06-06
1146413073109;2025-06-06
1146413323114;2025-06-06
1146413333109;2025-06-06
1146413673109;2025-06-06
1146413693108;2025-07-02
1146413813109;2025-06-10
1146414033111;2025-06-06
1146414063117;2025-06-12
1146414143109;2025-06-27
1146414163109;2025-06-06
1146414243111;2025-06-09
1146414283114;2025-06-13
1146414493109;2025-06-09
1146414583108;2025-06-13
1146414673109;2025-06-06
1146414733117;2025-06-10
1146414753117;2025-06-06
1146414783114;2025-06-06
1146414793108;2025-06-12
1146414843109;2025-06-12
1146414863117;2025-06-07
1146414883111;2025-06-07
1146414983114;2025-06-07
1146415073117;2025-06-07
1146415273117;2025-06-15
1146415493117;2025-06-09
1146415503117;2025-06-09
1146415523117;2025-06-09
1146415543117;2025-06-09
1146415673108;2025-06-09
1146415793117;2025-07-08
1146415913109;2025-06-09
1146416013114;2025-06-09
1146416073111;2025-06-09
1146416113114;2025-06-09
1146416263108;2025-06-12
1146416283114;2025-06-12
1146416323111;2025-06-09
1146416383111;2025-06-09
1146416493108;2025-06-09
1146416583117;2025-06-09
1146416803109;2025-06-09
1146416983117;2025-06-09
1146417053108;2025-06-09
1146417073108;2025-06-09
1146417093115;2025-06-09
1146417203117;2025-06-12
1146417293111;2025-06-09
1146417333117;2025-06-10
1146417383117;2025-06-12
1146417393109;2025-06-09
1146417453117;2025-06-12
1146417553117;2025-06-09
1146417723109;2025-06-09
1146417843117;2025-06-14
1146418483111;2025-06-06
1146418583109;2025-06-11
1146418953114;2025-06-05
1146419083112;2025-06-12
1146419163117;2025-06-05
1146419273117;2025-06-05
1146419663117;2025-06-06
1146419913117;2025-06-06
1146419913109;2025-06-06
1146420253115;2025-06-06
1146421123117;2025-06-09
1146421263117;2025-06-09
1146421833109;2025-06-10
1146421903109;2025-06-09
1146421903117;2025-06-09
1146422193109;2025-06-10
1146422243109;2025-06-10
1146422263117;2025-06-13
1146422643117;2025-06-10
1146422853109;2025-06-10
1146423003108;2025-06-10
1146423143117;2025-06-11
1146423433117;2025-06-11
1146423453112;2025-06-17
1146423453117;2025-06-17
1146423723117;2025-06-11
1146423863108;2025-06-11
1146424083112;2025-08-04
1146424153109;2025-06-30
1146424333109;2025-06-11
1146424333117;2025-06-11
1146424793117;2025-06-12
1146424993109;2025-06-12
1146425003117;2025-06-12
1146425033109;2025-06-12
1146425323117;2025-06-12
1146425333117;2025-06-12
1146425333109;2025-06-12
1146425383109;2025-06-16
1146425383117;2025-06-16
1146425523109;2025-06-17
1146425543109;2025-06-30
1146425613109;2025-07-10
1146426043109;2025-06-13
1146426053109;2025-06-13
1146426193117;2025-06-13
1146426293109;2025-06-13
1146426573114;2025-06-13
1146426743117;2025-06-13
1146426783115;2025-06-13
1146426843117;2025-06-13
1146426873109;2025-06-13
1146426903109;2025-06-16
1146426953109;2025-06-13
1146427053117;2025-06-15
1146427073108;2025-06-13
1146427083109;2025-06-13
1146427093109;2025-06-13
1146427103108;2025-06-13
1146427163109;2025-06-14
1146427233108;2025-06-30
1146427303109;2025-06-15
1146427633117;2025-06-16
1146427633109;2025-06-16
1146570713117;2025-06-17
1146570763115;2025-06-09
1146570953112;2025-08-07
1146570963112;2025-08-18
1146571013117;2025-06-10
1146571463115;2025-06-10
1146571553109;2025-08-14
1146571663117;2025-06-10
1146571793114;2025-06-10
1146571953114;2025-06-23
1146572123117;2025-06-10
1146572143109;2025-07-04
1146572363109;2025-06-13
1146572743114;2025-06-10
1146572773117;2025-06-11
1146573043117;2025-06-10
1146573063114;2025-06-10
1146573103108;2025-06-10
1146573203117;2025-06-11
1146573203109;2025-06-11
1146573213117;2025-06-11
1146573343111;2025-06-11
1146573413117;2025-06-10
1146573543117;2025-06-10
1146573573117;2025-06-12
1146573723112;2025-06-10
1146573763117;2025-06-10
1146573823112;2025-06-11
1146573833117;2025-06-10
1146573923117;2025-08-21
1146573993111;2025-06-11
1146574003112;2025-06-11
1146574433108;2025-06-11
1146574573109;2025-06-11
1146574633117;2025-08-21
1146574703109;2025-06-18
1146574753117;2025-06-11
1146574853109;2025-06-12
1146574963114;2025-06-11
1146574973108;2025-06-12
1146575093114;2025-06-11
1146575243109;2025-06-11
1146575373114;2025-06-11
1146575483117;2025-06-13
1146575533108;2025-06-11
1146575553108;2025-06-11
1146575573114;2025-06-11
1146575603114;2025-08-07
1146575643114;2025-06-11
1146575693109;2025-06-11
1146575753109;2025-06-11
1146575783114;2025-06-12
1146575853109;2025-06-24
1146575893117;2025-06-11
1146575943111;2025-07-04
1146576043117;2025-06-11
1146576063117;2025-06-11
1146576103109;2025-06-11
1146576343108;2025-06-11
1146576393114;2025-06-11
1146576533117;2025-06-17
1146576553109;2025-07-21
1146576783108;2025-06-11
1146576883117;2025-06-11
1146576953114;2025-06-11
1146576983117;2025-06-11
1146577043117;2025-06-11
1146577173117;2025-06-11
1146577203117;2025-06-11
1146577213114;2025-06-11
1146577413117;2025-07-28
1146577423109;2025-06-12
1146577433114;2025-06-12
1146577563109;2025-06-12
1146577593109;2025-06-12
1146577763108;2025-06-13
1146577783108;2025-06-12
1146578143108;2025-06-12
1146578183108;2025-06-16
1146578233114;2025-06-12
1146578283117;2025-06-13
1146578303117;2025-06-12
1146578343114;2025-06-12
1146578453117;2025-06-12
1146578553117;2025-06-12
1146578633117;2025-06-20
1146578773117;2025-06-12
1146578793112;2025-06-12
1146578823117;2025-07-02
1146578923117;2025-06-18
1146578933115;2025-06-12
1146579143114;2025-06-12
1146579233117;2025-07-02
1146579263111;2025-06-12
1146579313117;2025-06-16
1146579453117;2025-06-12
1146579453109;2025-06-12
1146579513117;2025-06-25
1146579513109;2025-06-25
1146579653117;2025-06-12
1146579713111;2025-06-13
1146579753117;2025-06-19
1146579783117;2025-06-16
1146580023117;2025-06-12
1146580083117;2025-06-12
1146580153108;2025-06-18
1146580243117;2025-07-22
1146580253108;2025-06-12
1146580353108;2025-06-12
1146580413117;2025-06-13
1146703393109;2025-06-13
1146703423114;2025-06-18
1146703493111;2025-06-13
1146703563117;2025-06-13
1146703683117;2025-06-13
1146703853109;2025-06-23
1146704073114;2025-06-13
1146704153117;2025-06-13
1146704303111;2025-06-25
1146704423109;2025-06-30
1146704443117;2025-06-18
1146704623117;2025-06-13
1146704633114;2025-06-13
1146704713108;2025-06-13
1146704783111;2025-06-16
1146704883117;2025-06-13
1146704993115;2025-06-16
1146705003114;2025-06-13
1146705043108;2025-06-13
1146705053115;2025-06-13
1146705113114;2025-06-13
1146705303117;2025-06-13
1146705453108;2025-06-14
1146705543117;2025-06-14
1146705553114;2025-06-30
1146705553117;2025-06-30
1146705563114;2025-07-31
1146705813117;2025-06-16
1146705813114;2025-06-16
1146705823117;2025-06-16
1146705873117;2025-06-17
1146705893117;2025-06-16
1146705893114;2025-06-16
1146705963108;2025-06-16
1146706023109;2025-07-18
1146706133117;2025-06-25
1146706183117;2025-06-25
1146706323109;2025-06-16
1146706343114;2025-06-16
1146706473117;2025-06-25
1146706473108;2025-06-25
1146706743108;2025-06-16
1146707093117;2025-06-16
1146707143108;2025-06-18
1146707343115;2025-06-16
1146707363114;2025-06-17
1146707443117;2025-06-24
1146707633108;2025-06-17
1146707813117;2025-06-16
1146707933114;2025-06-16
1146707953114;2025-06-17
1146708013117;2025-06-17
1146708023108;2025-06-27
1146708083109;2025-06-16
1146708203117;2025-06-16
1146708233108;2025-06-27
1146708273108;2025-06-16
1146708293117;2025-06-16
1146708293111;2025-06-16
1146708343108;2025-06-16
1146708383114;2025-06-23
1146708383111;2025-06-23
1146708433114;2025-06-17
1146708633109;2025-06-16
1146708673114;2025-06-16
1146708753117;2025-06-18
1146708843117;2025-06-17
1146708903117;2025-06-17
1146709113117;2025-06-17
1146709113108;2025-06-17
1146709123114;2025-06-18
1146709343115;2025-07-05
1146709413114;2025-06-18
1146709473114;2025-06-17
1146709543108;2025-06-17
1146709653117;2025-07-07
1146709883117;2025-06-17
1146709933108;2025-06-17
1146709973117;2025-06-18
1146710183117;2025-06-30
1146710323109;2025-06-17
1146710363109;2025-07-25
1146710413114;2025-06-17
1146710453115;2025-06-17
1146710493114;2025-06-30
1146710713111;2025-06-17
1146710833117;2025-07-07
1146710863109;2025-06-26
1146710923114;2025-06-17
1146710963117;2025-06-18
1146711073114;2025-06-17
1146711113108;2025-06-17
1146711203108;2025-06-18
1146711543114;2025-06-17
1146711603117;2025-06-18
1146711733109;2025-06-17
1146711813117;2025-06-17
1146711943108;2025-06-26
1146711993111;2025-06-17
1146712003114;2025-06-18
1146712103117;2025-06-30
1146712173117;2025-06-24
1146712183109;2025-06-17
1146712663109;2025-06-18
1146712763117;2025-06-18
1146712783111;2025-06-18
1146713003114;2025-06-20
1146713053109;2025-06-18
1146713173117;2025-06-18
1146713333117;2025-07-04
1146754423109;2025-06-30
1146754593117;2025-06-16
1146754663109;2025-06-16
1146754663117;2025-06-16
1146754813115;2025-06-16
1146754903117;2025-06-16
1146754933115;2025-06-16
1146755113115;2025-06-17
1146755123109;2025-06-17
1146755363109;2025-06-25
1146755673115;2025-06-17
1146755873117;2025-06-20
1146755893108;2025-07-15
1146756083109;2025-06-17
1146756203109;2025-06-17
1146756313108;2025-06-17
1146756363108;2025-06-17
1146756463117;2025-06-18
1146756653115;2025-06-18
1146756993109;2025-06-18
1146757143109;2025-06-18
1146757223117;2025-06-18
1146757323109;2025-06-20
1146757653109;2025-06-18
1146757953117;2025-07-16
1146757973109;2025-06-20
1146758553109;2025-06-23
1146759033117;2025-06-24
1146759493109;2025-06-24
1146759503112;2025-06-24
1146759723111;2025-06-26
1146759943117;2025-06-25
1146760713115;2025-07-03
1146760723115;2025-06-26
1146760983114;2025-06-25
1146761053114;2025-06-25
1146761063117;2025-07-30
1146761243115;2025-06-26
1146761263109;2025-06-26
1146761273115;2025-06-26
1146761403117;2025-07-28
1146761403109;2025-07-28
1146761633115;2025-06-26
1146761643117;2025-06-26
1146761783114;2025-06-26
1146761953117;2025-06-26
1146762123117;2025-06-27
1146762193109;2025-06-27
1146762343117;2025-06-27
1146762483117;2025-06-27
1146762483109;2025-06-27
1146762703109;2025-06-30
1146762783117;2025-06-28
1146762823115;2025-06-28
1146762943109;2025-06-30
1146763063109;2025-06-30
1146763153117;2025-07-29
1146763153109;2025-07-29
1146763253109;2025-07-01
1146763323109;2025-07-01
1146763373108;2025-06-30
1146763603109;2025-06-30
1146763693109;2025-06-30
1146763723114;2025-06-30
1146763783115;2025-07-28
1146763893115;2025-07-15
1146763893117;2025-07-15
1146764143117;2025-07-09
1146794983115;2025-07-01
1146795063117;2025-07-01
1146795063109;2025-07-01
1146795083117;2025-07-01
1146795123117;2025-07-01
1146795583112;2025-07-02
1146795653115;2025-07-03
1146796073112;2025-07-09
1146796243108;2025-07-02
1146796313108;2025-07-02
1146796883109;2025-07-03
1146797223117;2025-07-03
1146797223109;2025-07-03
1146797273111;2025-07-03
1146797403117;2025-07-04
1146797663115;2025-07-03
1146797913111;2025-07-04
1146798013109;2025-07-04
1146798183109;2025-07-04
1146798183117;2025-07-04
1146798283109;2025-07-04
1146798283117;2025-07-04
1146798303115;2025-07-04
1146798363109;2025-07-08
1146798603117;2025-07-07
1146798703111;2025-07-07
1146798723114;2025-07-16
1146798903115;2025-07-10
1146799193117;2025-07-07
1146799573117;2025-07-08
1146799783109;2025-07-08
1146799863109;2025-07-16
1146799933109;2025-07-08
1146800103109;2025-07-08
1146800153117;2025-07-08
1146800523109;2025-07-09
1146800553109;2025-07-09
1146800873117;2025-07-09
1146801203108;2025-07-09
1146801223117;2025-07-09
1146801453117;2025-07-10
1146801903115;2025-07-10
1146801973109;2025-07-11
1146801983109;2025-07-11
1146801993109;2025-07-11
1146802083109;2025-07-11
1146802383112;2025-07-11
1146802423109;2025-07-11
1146802423117;2025-07-11
1146802503109;2025-07-11
1146802513109;2025-07-11
1146803163112;2025-07-14
1146803183109;2025-07-14
1146803193117;2025-07-14
1146803303109;2025-07-15
1146803323111;2025-07-14
1146803453114;2025-07-16
1146803573117;2025-07-14
1146804193109;2025-08-15
1146804223115;2025-08-11
1146804453112;2025-07-15
1146804933111;2025-06-27
1146805343111;2025-08-26
1146805983111;2025-10-15
1146806063108;2025-10-16
1146806113108;2025-10-16
1146806443108;2025-10-23
1146806723112;2025-10-29
1146807673108;2025-11-14
1146807753108;2025-11-13
1146807883108;2025-11-14
1146807893108;2025-11-14
1146807913114;2025-11-19
1146807963108;2025-11-19
1146808113108;2025-11-19
1146808553108;2025-12-10
1146814963117;2025-06-23
1146815063112;2025-06-27
1146815103109;2025-06-18
1146815183117;2025-06-18
1146815403109;2025-06-27
1146815613117;2025-07-04
1146815723117;2025-06-18
1146815923109;2025-06-18
1146816033108;2025-06-18
1146816053108;2025-06-18
1146816153117;2025-06-18
1146816193117;2025-06-18
1146816293108;2025-06-18
1146816313117;2025-06-18
1146816323117;2025-06-18
1146816553108;2025-06-18
1146816573108;2025-06-18
1146816623117;2025-06-23
1146816643114;2025-06-18
1146816663109;2025-06-20
1146816673108;2025-06-25
1146816683109;2025-06-23
1146816693108;2025-06-18
1146816783114;2025-08-12
1146816903108;2025-06-23
1146816933117;2025-07-03
1146817003108;2025-08-05
1146817003111;2025-08-05
1146817033117;2025-07-10
1146817103117;2025-06-19
1146817103114;2025-06-19
1146817163117;2025-06-19
1146817193114;2025-06-19
1146817253117;2025-06-19
1146817313108;2025-06-19
1146817403114;2025-06-20
1146817453108;2025-06-20
1146817463117;2025-06-27
1146817653109;2025-06-20
1146817673117;2025-06-20
1146817743108;2025-06-20
1146817793114;2025-06-30
1146817923109;2025-09-15
1146817943109;2025-06-20
1146817953117;2025-06-20
1146817983109;2025-06-20
1146818003109;2025-06-20
1146818033109;2025-06-20
1146818123108;2025-06-20
1146818143108;2025-06-24
1146818263117;2025-06-20
1146818433117;2025-06-25
1146818433109;2025-06-25
1146818463115;2025-06-20
1146818473109;2025-06-23
1146818503108;2025-06-20
1146818543115;2025-06-20
1146818593117;2025-06-24
1146818633115;2025-06-20
1146818653117;2025-06-27
1146818673109;2025-06-20
1146818723111;2025-06-20
1146818733117;2025-06-30
1146818763111;2025-06-20
1146818933114;2025-06-20
1146819003117;2025-06-25
1146819083111;2025-06-20
1146819123108;2025-06-20
1146819253109;2025-06-26
1146819283117;2025-06-21
1146819293111;2025-06-21
1146819433117;2025-06-22
1146819453117;2025-06-25
1146819513109;2025-06-23
1146819563108;2025-06-25
1146819593108;2025-06-23
1146819603117;2025-06-23
1146819623109;2025-06-23
1146819633117;2025-06-23
1146819743109;2025-06-24
1146819783117;2025-06-24
1146819873111;2025-06-23
1146819883117;2025-06-23
1146820123117;2025-06-25
1146820533111;2025-06-26
1146820633111;2025-06-25
1146820683114;2025-06-23
1146820763117;2025-06-23
1146820863117;2025-06-26
1146820863115;2025-06-26
1146821313117;2025-08-14
1146821313115;2025-08-14
1146821403117;2025-06-25
1146821473117;2025-06-24
1146821573114;2025-06-25
1146821763111;2025-06-27
1146821893117;2025-06-24
1146822143117;2025-06-24
1146822163117;2025-06-24
1146822173117;2025-06-24
1146822353108;2025-07-08
1146822483108;2025-06-24
1146822563114;2025-06-24
1146822643117;2025-06-26
1146822813114;2025-06-24
1146822973117;2025-06-24
1146823213109;2025-06-24
1146823223117;2025-06-26
1146823253117;2025-06-29
1146823393112;2025-06-24
1146823443109;2025-06-24
1146823493109;2025-06-24
1146823523117;2025-06-24
1146823583108;2025-06-25
1146823633111;2025-06-24
1146823703117;2025-06-24
1146823853117;2025-06-24
1146823913109;2025-06-25
1146824043117;2025-06-24
1146824053114;2025-06-24
1146824313117;2025-06-24
1146824413108;2025-06-27
1146824503114;2025-06-30
1146824563114;2025-06-24
1146824723114;2025-07-10
1146824753117;2025-06-24
